ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id,caco_duration_index,resolved_magnitude,resolved_duration,resolved_peak_value_modifier,effect_index,effect_cost,source_effect_editor_id,source_base_cost,source_flags,source_archetype,source_keyword_form_ids,resolved_effect_name,resolved_effect_editor_id,resolved_base_cost,resolved_flags,resolved_archetype,resolved_keyword_form_ids,caco_settings,alchemy_plus_settings
Flame Stalk,0x6095E23,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D,,4,0,1,2,9.23104,,0.6,2101255,34,0x42509;0x74F4E,Weakness to Fire,,0.6,2101255,34,0x42509;0x74F4E,,
Flame Stalk,0x6095E23,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,6,0,3,57.012,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Fly Amanita,0x4DA00,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,3,0,1,0,12.0163,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Fly Amanita,0x4DA00,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A20;0xF8A4E,Fortify Two-handed,,0.5,2099202,34,0x65A20;0xF8A4E,,
Fly Amanita,0x4DA00,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,10,0,2,15,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Fly Amanita,0x4DA00,Regenerate Stamina,0x3EB08,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08,,5,0,1,3,24.7571,,0.1,2099202,34,0x65A35;0xF8A4E,Regenerate Stamina,,0.1,2099202,34,0x65A35;0xF8A4E,,
Frost Mirriam,0x34D32,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,3,0,1,0,12.0163,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
Frost Mirriam,0x34D32,Fortify Sneak,0x3EB22,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifySneak;MagicAlchBeneficial,0x3EB22,0x3EB22,,4,0,1,1,16.4893,,0.5,2099202,34,0x65A27;0xF8A4E,Fortify Sneak,,0.5,2099202,34,0x65A27;0xF8A4E,,
Frost Mirriam,0x34D32,Ravage Magicka,0x73F27,1,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F27,0x73F27,,2,10,0,2,2.14355,,1,2099207,0,0x42509,Ravage Magicka,,1,2099207,0,0x42509,,
Frost Mirriam,0x34D32,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C,,100,5,0,3,22.1814,,0.3,4196359,0,0x42509,Damage Stamina Regen,,0.3,4196359,0,0x42509,,
Frost Salts,0x3AD5F,Weakness to Fire,0x73F2D,0.6,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D,,3,0,1,0,6.72695,,0.6,2101255,34,0x42509;0x74F4E,Weakness to Fire,,0.6,2101255,34,0x42509;0x74F4E,,
Frost Salts,0x3AD5F,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,3,0,1,1,12.0163,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
Frost Salts,0x3AD5F,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,2,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Frost Salts,0x3AD5F,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,3,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Fungus Stalk,0xFE00482B,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,6,0,0,0,4.30643,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Fungus Stalk,0xFE00482B,Fortify Health,0x3EAF3,0.35,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,5,0,1,1,86.65,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Fungus Stalk,0xFE00482B,Fortify Stamina,0x3EAF9,0.3,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9,,5,0,1,2,74.2714,,0.3,2099202,34,0x65A32;0xF8A4E,Fortify Stamina,,0.3,2099202,34,0x65A32;0xF8A4E,,
Fungus Stalk,0xFE00482B,Waterbreathing,0x3AC2D,30,0,8,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D,,0,0,1,3,23.4704,,30,4197378,34,0xF8A4E;0xF8A4F,Waterbreathing,,30,4197378,34,0xF8A4E;0xF8A4F,,
Garlic,0x34D22,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041,,4,0,1,0,16.4893,,0.5,2101250,34,0x10EB5F;0xF8A4E,Resist Poison,,0.5,2101250,34,0x10EB5F;0xF8A4E,,
Garlic,0x34D22,Fortify Stamina,0x3EAF9,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9,,4,0,1,1,9.89359,,0.3,2099202,34,0x65A32;0xF8A4E,Fortify Stamina,,0.3,2099202,34,0x65A32;0xF8A4E,,
Garlic,0x34D22,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07,,5,0,1,2,24.7571,,0.1,2099202,34,0x65A34;0xF8A4E,Regenerate Magicka,,0.1,2099202,34,0x65A34;0xF8A4E,,
Garlic,0x34D22,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06,,5,0,1,3,24.7571,,0.1,2099202,34,0x65A30;0xF8A4E,Regenerate Health,,0.1,2099202,34,0x65A30;0xF8A4E,,
Giant Lichen,0x7E8C1,Weakness to Shock,0x73F2F,0.7,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F,,3,0,1,0,7.84811,,0.7,2101255,34,0x42509;0x74F50,Weakness to Shock,,0.7,2101255,34,0x42509;0x74F50,,
Giant Lichen,0x7E8C1,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,2,10,0,1,0.857419,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Giant Lichen,0x7E8C1,Weakness to Poison,0x90042,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042,,2,0,1,2,7.17739,,1,2101255,34,0x42509;0x706EE3A,Weakness to Poison,,1,2101255,34,0x42509;0x706EE3A,,
Giant Lichen,0x7E8C1,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,3,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Giant's Toe,0x3AD64,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6,,3,0,0,0,6.02707,,1.8,2099205,0,0x42509,Damage Stamina,,1.8,2099205,0,0x42509,,
Giant's Toe,0x3AD64,Fortify Health,0x3EAF3,0.35,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,4,0,1,1,67.7903,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Giant's Toe,0x3AD64,Fortify Carry Weight,0x3EB01,0.15,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01,,4,0,1,2,29.053,,0.15,2099202,34,0x65A2F;0xF8A4E,Fortify Carry Weight,,0.15,2099202,34,0x65A2F;0xF8A4E,,
Giant's Toe,0x3AD64,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C,,100,5,0,3,22.1814,,0.3,4196359,0,0x42509,Damage Stamina Regen,,0.3,4196359,0,0x42509,,
Glassfish,0x50008EE,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Glassfish,0x50008EE,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,4,0,1,36.4977,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Glassfish,0x50008EE,Fortify Illusion,0x3EB27,0.4,1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27,,1,0,1,2,2.87096,,0.4,2099202,34,0x65A2C;0xF8A4E,Fortify Illusion,,0.4,2099202,34,0x65A2C;0xF8A4E,,
Glassfish,0x50008EE,Fortify Persuasion,0xD6947,0.5,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947,,1,0,1,3,1.67418,,0.5,2099202,34,0x65A29;0xF8A4E,Fortify Persuasion,,0.5,2099202,34,0x65A29;0xF8A4E,,
Gleamblossom,0x200B097,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,1,0,1,0,7.17739,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Gleamblossom,0x200B097,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,1,30,0,1,16.7418,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Gleamblossom,0x200B097,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06,,5,0,1,2,24.7571,,0.1,2099202,34,0x65A30;0xF8A4E,Regenerate Health,,0.1,2099202,34,0x65A30;0xF8A4E,,
Gleamblossom,0x200B097,Paralysis,0x73F30,500,0,1,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,1,0,3,39.7164,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Glow Dust,0x3AD73,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,0,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Glow Dust,0x3AD73,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,1,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Glow Dust,0x3AD73,Fortify Destruction,0x3EB26,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26,,5,0,1,2,21.0767,,0.5,2099202,34,0x65A2B;0xF8A4E,Fortify Destruction,,0.5,2099202,34,0x65A2B;0xF8A4E,,
Glow Dust,0x3AD73,Resist Shock,0x3EAEC,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC,,3,0,1,3,12.0163,,0.5,2101250,34,0x65A39;0xF8A4E,Resist Shock,,0.5,2101250,34,0x65A39;0xF8A4E,,
Glowing Mushroom,0x7EE01,Resist Shock,0x3EAEC,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC,,3,0,1,0,12.0163,,0.5,2101250,34,0x65A39;0xF8A4E,Resist Shock,,0.5,2101250,34,0x65A39;0xF8A4E,,
Glowing Mushroom,0x7EE01,Fortify Destruction,0x3EB26,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26,,5,0,1,1,21.0767,,0.5,2099202,34,0x65A2B;0xF8A4E,Fortify Destruction,,0.5,2099202,34,0x65A2B;0xF8A4E,,
Glowing Mushroom,0x7EE01,Fortify Smithing,0x3EB1D,0.75,4,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D,,4,0,1,2,11.5388,,0.75,2099202,34,0x65A22;0xF8A4E,Fortify Smithing,,0.75,2099202,34,0x65A22;0xF8A4E,,
Glowing Mushroom,0x7EE01,Fortify Health,0x3EAF3,0.35,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,4,0,1,3,11.5425,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Gnarl Bark,0xFE00482C,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42,,3,1,0,0,0.797911,,3,2099205,0,0x42509,Damage Health,,3,2099205,0,0x42509,,
Gnarl Bark,0xFE00482C,Regenerate Health,0x3EB06,0.1,6,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06,,6,0,1,1,30.2552,,0.1,2099202,34,0x65A30;0xF8A4E,Regenerate Health,,0.1,2099202,34,0x65A30;0xF8A4E,,
Gnarl Bark,0xFE00482C,Fortify Heavy Armor,0x3EB1E,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E,,3,0,1,2,12.0163,,0.5,2099202,34,0x65A23;0xF8A4E,Fortify Heavy Armor,,0.5,2099202,34,0x65A23;0xF8A4E,,
Gnarl Bark,0xFE00482C,Resist Fire,0x3EAEA,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA,,4,0,1,3,16.4893,,0.5,2101250,34,0x65A37;0xF8A4E,Resist Fire,,0.5,2101250,34,0x65A37;0xF8A4E,,
Gold Kanet,0xFE00482D,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,0,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Gold Kanet,0xFE00482D,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26,,3,20,0,1,2.87096,,0.4,2099207,0,0x42509,Ravage Health,,0.4,2099207,0,0x42509,,
Gold Kanet,0xFE00482D,Weakness to Frost,0x73F2E,0.5,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E,,4,0,1,2,7.69253,,0.5,2101255,34,0x42509;0x74F4F,Weakness to Frost,,0.5,2101255,34,0x42509;0x74F4F,,
Gold Kanet,0xFE00482D,Fortify Smithing,0x3EB1D,0.75,5,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D,,5,0,1,3,14.749,,0.75,2099202,34,0x65A22;0xF8A4E,Fortify Smithing,,0.75,2099202,34,0x65A22;0xF8A4E,,
Goldfish,0x50008EF,Restore Stamina,0x3EB16,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,5,0,0,0,3.52386,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Goldfish,0x50008EF,Fortify Heavy Armor,0x3EB1E,0.5,2,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E,,2,0,1,1,7.69253,,0.5,2099202,34,0x65A23;0xF8A4E,Fortify Heavy Armor,,0.5,2099202,34,0x65A23;0xF8A4E,,
Goldfish,0x50008EF,Waterbreathing,0x3AC2D,30,0,5,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D,,0,0,1,2,13.9955,,30,4197378,34,0xF8A4E;0xF8A4F,Waterbreathing,,30,4197378,34,0xF8A4E;0xF8A4F,,
Goldfish,0x50008EF,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,3,0,1,3,12.0163,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
Grass Pod,0x83E64,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041,,4,0,1,0,16.4893,,0.5,2101250,34,0x10EB5F;0xF8A4E,Resist Poison,,0.5,2101250,34,0x10EB5F;0xF8A4E,,
Grass Pod,0x83E64,Ravage Magicka,0x73F27,1,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F27,0x73F27,,2,10,0,1,2.14355,,1,2099207,0,0x42509,Ravage Magicka,,1,2099207,0,0x42509,,
Grass Pod,0x83E64,Fortify Alteration,0x3EB24,0.2,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24,,4,0,1,2,6.59572,,0.2,2099202,34,0x65A1D;0xF8A4E,Fortify Alteration,,0.2,2099202,34,0x65A1D;0xF8A4E,,
Grass Pod,0x83E64,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,3,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Green Butterfly Wing,0x6059151,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17,,5,0,0,0,3.52386,,0.6,2099712,0,0x42508;0xF8A4E,Restore Magicka,,0.6,2099712,0,0x42508;0xF8A4E,,
Green Butterfly Wing,0x6059151,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20,,1,30,0,1,16.7418,,5,2099463,7,0x424E0;0x42509;0x78098,Fear,,5,2099463,7,0x424E0;0x42509;0x78098,,
Green Butterfly Wing,0x6059151,Slow,0x73F25,1,5,30,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25,,5,0,1,2,19.6653,,1,4200455,34,0x42509;0xB729E,Slow,,1,4200455,34,0x42509;0xB729E,,
Green Butterfly Wing,0x6059151,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D,,0,4,0,3,36.4977,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,Invisibility,,100,4201474,11,0x1EA6F;0xF8A4E;0xF8A4F,,
Hackle-Lo Leaf,0xFE00482E,Restore Stamina,0x3EB16,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,6,0,0,0,4.30643,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Hackle-Lo Leaf,0xFE00482E,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30,,0,2,0,1,85.134,,500,4197379,21,0x1EA70;0x42509,Paralysis,,500,4197379,21,0x1EA70;0x42509,,
Hackle-Lo Leaf,0xFE00482E,Waterbreathing,0x3AC2D,30,0,8,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D,,0,0,1,2,23.4704,,30,4197378,34,0xF8A4E;0xF8A4F,Waterbreathing,,30,4197378,34,0xF8A4E;0xF8A4F,,
Hackle-Lo Leaf,0xFE00482E,Fortify Restoration,0x3EB28,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28,,5,0,1,3,21.0767,,0.5,2099202,34,0x65A2D;0xF8A4E,Fortify Restoration,,0.5,2099202,34,0x65A2D;0xF8A4E,,
Hagraven Claw,0x6B689,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51,,1,0,1,0,7.17739,,1,2103298,34,0x65A3A;0xF8A4E,Resist Magic,,1,2103298,34,0x65A3A;0xF8A4E,,
Hagraven Claw,0x6B689,Lingering Damage Magicka,0x10DE5F,10,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5F,0x10DE5F,,1,10,0,1,10,,10,2099205,0,0x42509,Lingering Damage Magicka,,10,2099205,0,0x42509,,
Hagraven Claw,0x6B689,Fortify Enchanting,0x3EB29,0.6,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29,,1,0,1,2,2.00902,,0.6,2099202,34,0x65A2E;0xF8A4E,Fortify Enchanting,,0.6,2099202,34,0x65A2E;0xF8A4E,,
Hagraven Claw,0x6B689,Fortify Barter,0x3EB23,2,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0x3EB23,0x3EB23,,1,0,1,3,6.69674,,2,2099202,34,0x65A29;0xF8A4E,Fortify Barter,,2,2099202,34,0x65A29;0xF8A4E,,
Hagraven Feathers,0x3AD66,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,0,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Hagraven Feathers,0x3AD66,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25,,5,0,1,1,10.5384,,0.25,2099202,34,0x65A2A;0xF8A4E,Fortify Conjuration,,0.25,2099202,34,0x65A2A;0xF8A4E,,
Hagraven Feathers,0x3AD66,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29,,1,10,0,2,15,,15,2099463,8,0x42509;0x78098;0xC44B6,Frenzy,,15,2099463,8,0x42509;0x78098;0xC44B6,,
Hagraven Feathers,0x3AD66,Weakness to Shock,0x73F2F,0.7,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F,,3,0,1,3,7.84811,,0.7,2101255,34,0x42509;0x74F50,Weakness to Shock,,0.7,2101255,34,0x42509;0x74F50,,
Hanging Moss,0x57F91,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6,,3,0,0,0,7.36641,,2.2,2099205,0,0x42509,Damage Magicka,,2.2,2099205,0,0x42509,,
Hanging Moss,0x57F91,Fortify Health,0x3EAF3,0.35,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3,,4,0,1,1,11.5425,,0.35,2099202,34,0x65A31;0xF8A4E,Fortify Health,,0.35,2099202,34,0x65A31;0xF8A4E,,
Hanging Moss,0x57F91,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B,,100,5,0,2,36.9689,,0.5,4196359,0,0x42509,Damage Magicka Regen,,0.5,4196359,0,0x42509,,
Hanging Moss,0x57F91,Fortify One-handed,0x3EB19,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyOneHanded;MagicAlchBeneficial,0x3EB19,0x3EB19,,4,0,1,3,16.4893,,0.5,2099202,34,0x65A1F;0xF8A4E,Fortify One-handed,,0.5,2099202,34,0x65A1F;0xF8A4E,,
Hawk Beak,0xE7EBC,Restore Stamina,0x3EB16,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16,,5,0,0,0,3.52386,,0.6,2099712,0,0x42504;0xF8A4E,Restore Stamina,,0.6,2099712,0,0x42504;0xF8A4E,,
Hawk Beak,0xE7EBC,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB,,3,0,1,1,12.0163,,0.5,2101250,34,0x65A38;0xF8A4E,Resist Frost,,0.5,2101250,34,0x65A38;0xF8A4E,,
